id,id2,state,geoid,geoid2,county,density
0400000US37,37,North Carolina,0500000US37153,37153,RICHMOND,98.4
0400000US37,37,North Carolina,0500000US37155,37155,ROBESON,141.3
0400000US37,37,North Carolina,0500000US37157,37157,ROCKINGHAM,165.6
0400000US37,37,North Carolina,0500000US37159,37159,ROWAN,270.7
0400000US37,37,North Carolina,0500000US37161,37161,RUTHERFORD,120.2
0400000US37,37,North Carolina,0500000US37163,37163,SAMPSON,67.1
0400000US37,37,North Carolina,0500000US37165,37165,SCOTLAND,113.4
0400000US37,37,North Carolina,0500000US37167,37167,STANLY,153.3
0400000US37,37,North Carolina,0500000US37169,37169,STOKES,105.6
0400000US37,37,North Carolina,0500000US37171,37171,SURRY,138.4
0400000US37,37,North Carolina,0500000US37173,37173,SWAIN,26.5
0400000US37,37,North Carolina,0500000US37175,37175,TRANSYLVANIA,87.4
0400000US37,37,North Carolina,0500000US37177,37177,TYRRELL,11.3
0400000US37,37,North Carolina,0500000US37179,37179,UNION,318.7
0400000US37,37,North Carolina,0500000US37181,37181,VANCE,179.2
0400000US37,37,North Carolina,0500000US37183,37183,WAKE,1078.8
0400000US37,37,North Carolina,0500000US37185,37185,WARREN,48.9
0400000US37,37,North Carolina,0500000US37187,37187,WASHINGTON,38.0
0400000US37,37,North Carolina,0500000US37189,37189,WATAUGA,163.4
0400000US37,37,North Carolina,0500000US37191,37191,WAYNE,221.7
0400000US37,37,North Carolina,0500000US37193,37193,WILKES,91.9
0400000US37,37,North Carolina,0500000US37195,37195,WILSON,220.6
0400000US37,37,North Carolina,0500000US37197,37197,YADKIN,114.7
0400000US37,37,North Carolina,0500000US37199,37199,YANCEY,57.0
